order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,previous_on_time_rate,on_time_delivery,carrier_name_DHL,carrier_name_Delhivery,carrier_name_EcomExpress,carrier_name_FedEx,holiday_period_Yes,delayed_reason_code_Operational,delayed_reason_code_Traffic,delayed_reason_code_Weather,delayed_reason_code_nan,cost_to_distance_ratio
14,1801,0.040000000000000036,0.875,2024-07-13,2024-07-22,2024-07-22,Road,0.212751677852349,0.1414141414141414,0.02291062752623198,0.006137878819470044,Clear,West,0.6199999999999997,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005061117565584043
15,5111,0.6800000000000002,0.25,2024-05-13,2024-05-17,2024-05-22,Sea,0.5825503355704698,0.6262626262626264,0.39657453149879557,0.25756153786883296,Clear,South,0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16275092935732025
16,2382,0.72,0.625,2024-01-21,2024-01-28,2024-01-29,Air,0.6080536912751677,0.6262626262626264,0.522686073572041,0.33551357429027756,Rainy,West,0.79,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2086457536279272
17,1466,0.6000000000000001,0.375,2024-05-24,2024-05-29,2024-05-28,Road,0.41208053691275165,0.04040404040404041,0.6380414812395379,0.032053051154625,Storm,East,0.3099999999999996,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.02269916645455858
18,7703,0.040000000000000036,0.5,2024-10-13,2024-10-19,2024-10-21,Sea,0.2657718120805369,0.6363636363636365,0.12491936471644961,0.09107309960126392,Rainy,North,0.3799999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07195064602644922
19,1431,0.6000000000000001,0.5,2024-10-22,2024-10-28,2024-10-29,Sea,0.9161073825503355,0.12121212121212123,0.682464377577267,0.0894107094347527,Rainy,North,0.8266666666666662,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.046662681981709815
20,9092,0.6000000000000001,0.625,2024-05-01,2024-05-08,2024-05-09,Air,0.8255033557046979,0.5353535353535355,0.34268770669170784,0.19218056722998136,Storm,North,0.48666666666666636,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1052753842546589
21,4322,0.52,0.625,2024-07-30,2024-08-06,2024-08-07,Air,0.487248322147651,0.15151515151515152,0.4452598701669864,0.07286558197806343,Clear,Central,0.9366666666666661,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04899355466936576
22,1829,0.20000000000000018,0.25,2024-06-25,2024-06-29,2024-06-29,Road,0.9348993288590604,0.47474747474747475,0.21962397419670926,0.11284226096679488,Storm,South,0.4099999999999997,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05831944808897828
23,1847,0.8800000000000001,0.5,2024-11-12,2024-11-18,2024-11-17,Road,0.06442953020134227,0.21212121212121213,0.5950781856040501,0.1326239808999884,Clear,North,0.2599999999999998,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12459629983668519
24,1340,0.9199999999999999,0.625,2024-06-21,2024-06-28,2024-06-30,Road,0.7013422818791946,0.9696969696969698,0.607116318948271,0.5970745305959486,Cloudy,South,0.2999999999999998,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35094321522207633
25,6747,0.2400000000000002,0.5,2024-03-01,2024-03-07,2024-03-09,Road,0.8570469798657718,0.09090909090909093,0.19162005470950882,0.020559988282211318,Storm,Central,0.9533333333333331,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.011071334492408696
26,8144,0.44000000000000017,0.75,2024-02-21,2024-02-29,2024-03-03,Air,0.3697986577181208,0.7474747474747476,0.928683705548524,0.6982254812672509,Rainy,Central,0.8433333333333333,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5097285483038726
27,7596,0.6399999999999999,0.5,2024-10-17,2024-10-23,2024-10-24,Road,0.9395973154362416,0.5252525252525253,0.8448597558486097,0.4497491953784436,Clear,South,0.46999999999999975,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23187761284217334
28,4222,0.56,1.0,2024-01-20,2024-01-30,2024-01-29,Road,0.8154362416107382,0.25252525252525254,0.3150471563303801,0.08534856004933072,Rainy,West,0.30666666666666664,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.04701270035989012
29,7943,0.72,1.0,2024-08-10,2024-08-20,2024-08-25,Sea,0.8389261744966443,0.8383838383838385,0.1052790593230719,0.10342612927073931,Storm,West,0.040000000000000036,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.056242676136277946
30,6965,0.72,0.25,2024-11-06,2024-11-10,2024-11-15,Road,0.042281879194630875,0.7272727272727274,0.7513105785326419,0.552558690640865,Storm,South,0.2633333333333332,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.530143238283895
31,8376,0.9600000000000002,0.75,2024-05-12,2024-05-20,2024-05-22,Sea,0.72751677852349,0.7575757575757577,0.9570877393541012,0.7287185307001798,Rainy,North,0.6066666666666665,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42183007410383366
32,3555,0.20000000000000018,0.25,2024-06-14,2024-06-18,2024-06-22,Air,0.8993288590604026,0.8282828282828284,0.6250806352835504,0.5254913478659631,Cloudy,Central,0.753333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2766721230813728
33,2465,0.2400000000000002,0.25,2024-04-28,2024-05-02,2024-05-07,Road,0.5704697986577181,0.6262626262626264,0.6269485159025027,0.39996025037019173,Storm,Central,0.33000000000000007,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25467554403913917
34,1870,0.11999999999999988,0.625,2024-10-01,2024-10-08,2024-10-12,Road,0.11543624161073825,0.08080808080808081,0.6945515045114931,0.0628888374943761,Rainy,West,0.9133333333333331,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.056380486080999034
35,6965,0.8800000000000001,0.625,2024-11-10,2024-11-17,2024-11-16,Road,0.9516778523489933,0.686868686868687,0.7575919650512392,0.5265199992252768,Rainy,North,0.6066666666666665,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2697781289015345
36,6322,0.6000000000000001,0.125,2024-01-05,2024-01-08,2024-01-12,Road,0.0013422818791946301,0.43434343434343436,0.5376454497203282,0.2407082836838505,Clear,Central,0.833333333333333,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24038561842422068
37,9978,0.6000000000000001,0.375,2024-03-30,2024-04-04,2024-04-09,Air,0.7530201342281879,0.030303030303030304,0.2799289592944923,0.011537226902307502,Rainy,West,0.08000000000000007,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.006581343064486286
38,9467,0.20000000000000018,0.375,2024-11-18,2024-11-23,2024-11-26,Air,0.7026845637583893,0.30303030303030304,0.40163516106642716,0.1281467296916415,Cloudy,South,0.06333333333333346,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07526157951933221
39,8295,0.4800000000000002,0.0,2024-01-17,2024-01-19,2024-01-20,Air,0.7953020134228188,0.8080808080808082,0.7292961254235903,0.5956454787279694,Rainy,Central,0.3966666666666665,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33178009843165396
40,9053,0.8399999999999999,0.625,2024-09-10,2024-09-17,2024-09-18,Sea,0.9919463087248321,0.9494949494949496,0.040795329277752826,0.05689897326942548,Cloudy,West,0.25,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.02856451151328975
41,6209,0.8399999999999999,0.625,2024-03-02,2024-03-09,2024-03-10,Sea,0.9201342281879195,0.35353535353535354,0.1985056955048381,0.07710893407480034,Cloudy,South,0.7199999999999998,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04015809569082576
42,7820,0.11999999999999988,0.625,2024-05-06,2024-05-13,2024-05-16,Air,0.7302013422818792,0.4545454545454546,0.5641060711223616,0.26360347759388514,Storm,West,0.046666666666666856,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1523542209522455
43,3472,0.8,0.625,2024-02-01,2024-02-08,2024-02-08,Road,0.7167785234899329,0.5050505050505052,0.7122565630996611,0.36641559666035006,Cloudy,Central,0.4199999999999995,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21343207154961752
44,9488,0.52,1.0,2024-02-05,2024-02-15,2024-02-15,Sea,0.6060402684563758,0.5656565656565657,0.9187951659657861,0.5250601827541607,Rainy,East,0.8999999999999999,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.32692840464007494
45,6662,0.32000000000000006,0.625,2024-06-21,2024-06-28,2024-06-30,Air,0.49328859060402686,0.8686868686868688,0.6998081084391459,0.6146154017016952,Storm,West,0.32333333333333325,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4115851454092251
46,1221,0.040000000000000036,1.0,2024-07-12,2024-07-22,2024-07-21,Road,0.5630872483221476,0.5151515151515152,0.8661597191034173,0.45212568085461663,Storm,Central,0.44999999999999973,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28925172368972896
47,5682,0.32000000000000006,0.75,2024-04-18,2024-04-26,2024-04-25,Sea,0.7268456375838925,0.8989898989898991,0.2939002980443392,0.27738974520038645,Cloudy,West,0.8699999999999997,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1606337817133991
48,7072,0.6800000000000002,0.875,2024-09-24,2024-10-03,2024-10-07,Air,0.014093959731543624,0.35353535353535354,0.45970277222063444,0.16936669121625914,Rainy,East,0.5599999999999996,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16701281926686043
49,5142,0.2400000000000002,0.125,2024-05-22,2024-05-25,2024-05-24,Air,0.6140939597315436,0.6464646464646465,0.8722043032703221,0.5690755370951914,Cloudy,West,0.8699999999999997,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.35256654896957806
50,5021,0.44000000000000017,1.0,2024-07-29,2024-08-08,2024-08-12,Road,0.12953020134228188,0.29292929292929293,0.9417119176907688,0.28297243910165837,Storm,Central,0.6933333333333329,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2505222425796025
51,6912,0.8399999999999999,0.125,2024-07-13,2024-07-16,2024-07-16,Road,0.21409395973154363,0.8686868686868688,0.9082574613154779,0.7925465097808104,Cloudy,South,0.5166666666666666,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.652788446419794
52,6991,0.2400000000000002,0.75,2024-10-27,2024-11-04,2024-11-05,Road,0.38120805369127514,0.9797979797979799,0.6753235618339933,0.6688151615975874,Storm,Central,0.15666666666666673,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.484224776861227
53,3984,0.9199999999999999,0.25,2024-05-23,2024-05-27,2024-05-30,Sea,0.9389261744966443,0.6666666666666667,0.518842118156208,0.3543052788794249,Storm,East,0.6233333333333331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18273273296308173
54,1306,0.8,1.0,2024-10-30,2024-11-09,2024-11-10,Air,0.074496644295302,0.0202020202020202,0.35189441881353856,0.010707624127612695,Clear,East,0.9599999999999995,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.009965246689658288
55,4012,0.6800000000000002,0.375,2024-03-05,2024-03-10,2024-03-09,Road,0.34765100671140936,0.9090909090909092,0.04604172620748785,0.05917671558579059,Rainy,West,0.7066666666666666,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.043911009075113534
56,5828,0.32000000000000006,0.875,2024-04-27,2024-05-06,2024-05-11,Air,0.025503355704697982,0.585858585858586,0.6018842118156208,0.36004073425734096,Rainy,Central,0.18000000000000016,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3510868416514647
57,9952,0.72,0.375,2024-05-27,2024-06-01,2024-06-02,Road,0.38053691275167784,0.29292929292929293,0.9334871187686278,0.28055152921809096,Rainy,East,0.5966666666666667,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2032191436728029
58,9183,0.9199999999999999,0.0,2024-10-25,2024-10-27,2024-10-26,Road,0.20536912751677852,0.13131313131313133,0.22887355570979462,0.0340027979365043,Rainy,East,0.29666666666666686,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02820944817672127
59,8900,0.040000000000000036,0.875,2024-11-18,2024-11-27,2024-11-28,Sea,0.4563758389261745,0.21212121212121213,0.6210835748989507,0.13823727917208925,Clear,West,0.07666666666666622,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09491868477714883
60,3561,0.15999999999999992,1.0,2024-02-02,2024-02-12,2024-02-14,Sea,0.021476510067114093,0.8080808080808082,0.706199730535255,0.5772901868587116,Storm,West,0.5333333333333332,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5651526796448622
61,7928,0.11999999999999988,0.0,2024-08-14,2024-08-16,2024-08-20,Road,0.7087248322147651,0.7373737373737375,0.7433960723472013,0.5543851787198116,Rainy,West,0.8199999999999998,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32444380058622124
62,4544,0.8,0.125,2024-08-20,2024-08-23,2024-08-26,Air,0.4006711409395973,0.6767676767676769,0.8126219736251173,0.555600340485643,Clear,South,0.6666666666666665,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.396667229191954
63,4730,0.9199999999999999,0.25,2024-11-10,2024-11-14,2024-11-14,Road,0.7530201342281879,0.12121212121212123,0.35323153554076675,0.04741754690785795,Clear,South,0.5633333333333335,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027049060066121115
64,7260,0.6800000000000002,0.25,2024-10-14,2024-10-18,2024-10-21,Air,0.7503355704697986,0.8484848484848486,0.4569632139795044,0.39795484289031924,Rainy,South,0.9566666666666666,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22735917020957655
65,9554,0.08000000000000007,0.625,2024-10-21,2024-10-28,2024-11-01,Sea,0.5167785234899329,0.43434343434343436,0.50095333360552,0.22486819841142083,Cloudy,East,0.4366666666666661,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14825381222699868
66,9620,0.15999999999999992,0.5,2024-09-07,2024-09-13,2024-09-12,Sea,0.35838926174496644,0.35353535353535354,0.8813273180092271,0.31828924210899445,Cloudy,North,0.009999999999999787,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2343137207225305
67,4708,0.7600000000000002,0.5,2024-06-08,2024-06-14,2024-06-18,Sea,0.7093959731543624,0.0202020202020202,0.3788715143102111,0.011501675358968939,Cloudy,Central,0.5099999999999998,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0067285026638648285
68,3448,0.8,0.625,2024-01-17,2024-01-24,2024-01-24,Air,0.4691275167785235,0.18181818181818182,0.4389805250479729,0.08540496182174842,Storm,Central,0.6466666666666665,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.058133117000641915
69,7658,0.9199999999999999,0.625,2024-11-15,2024-11-22,2024-11-26,Air,0.20268456375838925,0.13131313131313133,0.4724860164128527,0.06746539267560896,Cloudy,South,0.73,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05609566690103647
70,5891,0.9600000000000002,0.125,2024-05-18,2024-05-21,2024-05-26,Air,0.3221476510067114,0.9090909090909092,0.5796227493569591,0.5355790131648667,Storm,North,0.3900000000000001,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.40508260386581285
71,9571,0.40000000000000013,0.75,2024-07-29,2024-08-06,2024-08-09,Road,0.4046979865771812,0.25252525252525254,0.3953190707549096,0.10582568819926506,Cloudy,Central,0.7366666666666664,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.07533696866550643
72,9433,0.8,0.0,2024-11-19,2024-11-21,2024-11-24,Road,0.010067114093959731,0.09090909090909093,0.7087657698117829,0.0712993512253936,Cloudy,South,0.3999999999999999,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07058872646234982
73,5686,0.4800000000000002,0.75,2024-10-10,2024-10-18,2024-10-20,Air,0.6449664429530201,0.16161616161616163,0.1415486057240844,0.026778283691261263,Clear,Central,0.4599999999999995,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016278923990199624
74,8811,0.040000000000000036,0.5,2024-04-28,2024-05-04,2024-05-09,Road,0.7966442953020134,0.6969696969696971,0.24452496631690682,0.18178012846585234,Cloudy,West,0.8166666666666664,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10117758364367575
75,8434,0.6000000000000001,0.75,2024-11-08,2024-11-16,2024-11-16,Air,0.4302013422818792,0.4545454545454546,0.014175478708202346,0.015405755572544184,Clear,South,0.9499999999999997,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010771738997227047
76,8166,0.2400000000000002,0.875,2024-01-05,2024-01-14,2024-01-17,Sea,0.39999999999999997,0.29292929292929293,0.2912668925815539,0.09151866559174823,Clear,North,0.8300000000000001,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06537047542267731
77,9822,0.44000000000000017,0.875,2024-08-01,2024-08-10,2024-08-11,Air,0.2563758389261745,0.393939393939394,0.07499693790062467,0.0372329610916499,Storm,South,0.293333333333333,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029635209415896552
78,8746,0.56,0.125,2024-08-23,2024-08-26,2024-08-27,Road,0.24093959731543624,0.6262626262626264,0.9707549095659984,0.6124737767309801,Cloudy,South,0.9233333333333333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4935564777334561
79,1957,0.08000000000000007,0.75,2024-06-25,2024-07-03,2024-07-08,Sea,0.6275167785234899,0.5656565656565657,0.7654983056383456,0.4393287275758139,Clear,West,0.6233333333333331,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.26993806354142796
80,8950,0.3600000000000001,0.375,2024-08-27,2024-09-01,2024-09-02,Sea,0.7953020134228188,0.6363636363636365,0.4846507165312538,0.3169596344171707,Cloudy,West,0.8199999999999998,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17654947860993805
81,9997,0.20000000000000018,0.0,2024-11-13,2024-11-15,2024-11-17,Road,0.2080536912751678,0.4444444444444445,0.39609071979749316,0.18368629205995435,Clear,Central,0.4333333333333331,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15205143064962887
82,3900,0.6000000000000001,0.625,2024-04-21,2024-04-28,2024-04-28,Air,0.9590604026845637,0.16161616161616163,0.728702078144776,0.12471209008244334,Clear,East,0.8999999999999999,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06365913471149044
83,4632,0.15999999999999992,0.875,2024-03-11,2024-03-20,2024-03-21,Road,0.9906040268456375,0.98989898989899,0.91178499979586,0.9053247379115189,Clear,East,0.1866666666666661,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4547990085934468
84,7541,0.8,0.75,2024-09-28,2024-10-06,2024-10-06,Sea,0.14899328859060404,0.8989898989898991,0.3755154533948475,0.3494582315332415,Storm,North,0.06666666666666643,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3041429702012441
85,7217,0.9600000000000002,1.0,2024-07-23,2024-08-02,2024-08-04,Sea,0.11543624161073825,0.8282828282828284,0.09275303147838157,0.09199129081324688,Cloudy,South,0.1766666666666663,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08247113315989041
86,1834,0.56,1.0,2024-04-05,2024-04-15,2024-04-19,Air,0.3711409395973154,0.35353535353535354,0.16783979096068263,0.06627739028598442,Rainy,East,0.8033333333333328,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04833740162805521
87,2860,0.9600000000000002,0.75,2024-04-02,2024-04-10,2024-04-11,Air,0.15838926174496645,0.18181818181818182,0.06413669211611481,0.01552767232989733,Cloudy,Central,0.69,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013404537526968146
88,5356,0.72,0.75,2024-08-13,2024-08-21,2024-08-21,Road,0.5791946308724832,0.7979797979797981,0.5503878659208753,0.4478610979770691,Cloudy,North,0.7566666666666664,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2836009502702222
89,7568,0.8399999999999999,0.0,2024-09-22,2024-09-24,2024-09-29,Road,0.6342281879194631,0.13131313131313133,0.7666496550034704,0.10787169454017824,Storm,East,0.3799999999999999,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06600773095066348
90,3214,0.40000000000000013,0.5,2024-04-08,2024-04-14,2024-04-16,Road,0.08590604026845637,0.21212121212121213,0.8730780222920835,0.19263061972508982,Storm,East,0.25333333333333297,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.17739160901754256
91,3752,0.20000000000000018,0.375,2024-10-09,2024-10-14,2024-10-18,Air,0.6543624161073825,0.19191919191919193,0.8102600743069448,0.16276896570185384,Cloudy,South,0.16666666666666652,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09838773180355465
92,6506,0.28000000000000025,0.375,2024-01-10,2024-01-15,2024-01-14,Sea,0.9610738255033556,0.24242424242424243,0.3328052913077206,0.08641196179044303,Storm,East,0.0066666666666663765,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04406359447904179
93,8843,1.0,0.625,2024-05-24,2024-05-31,2024-05-31,Road,0.8744966442953019,0.08080808080808081,0.0291532274527416,0.004132291078251069,Cloudy,West,0.6266666666666665,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002204480381881165
94,4394,1.0,0.625,2024-09-12,2024-09-19,2024-09-19,Road,0.025503355704697982,0.5353535353535355,0.525517494794431,0.28904688595619704,Cloudy,West,0.8233333333333333,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2818585471693283
95,7715,0.8399999999999999,0.625,2024-01-15,2024-01-22,2024-01-23,Sea,0.4818791946308725,0.5757575757575758,0.7537704650308251,0.4403668326413,Storm,East,0.0033333333333329662,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2971678354327613
96,5519,0.9199999999999999,0.0,2024-01-03,2024-01-05,2024-01-08,Sea,0.8644295302013423,0.393939393939394,0.9727166945657942,0.3895493564479654,Storm,North,0.6766666666666663,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20893755979390513
