order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,previous_on_time_rate,carrier_name_DHL,carrier_name_Delhivery,carrier_name_EcomExpress,carrier_name_FedEx,holiday_period_Yes,delayed_reason_code_Operational,delayed_reason_code_Traffic,delayed_reason_code_Weather,delayed_reason_code_nan,cost_to_distance_ratio
9925,9117,0.44000000000000017,1.0,2024-05-23,2024-06-02,2024-06-05,Road,0.8570469798657718,0.7070707070707072,0.9857816519005428,0.7007482988987094,Cloudy,Central,0.5966666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37734548802279616
8318,1103,0.44000000000000017,1.0,2024-08-05,2024-08-15,2024-08-16,Road,0.4053691275167785,0.33333333333333337,0.8022026701506553,0.2741973167537759,Cloudy,South,0.7266666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.19510697323931522
4394,8381,0.8399999999999999,0.125,2024-06-30,2024-07-03,2024-07-04,Road,0.4838926174496644,0.0202020202020202,0.32617074266116847,0.009950466385174554,Rainy,Central,0.9166666666666665,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.006705651250072405
1288,3733,0.6800000000000002,0.375,2024-11-05,2024-11-10,2024-11-12,Sea,0.736241610738255,0.6363636363636365,0.029383905605683252,0.031083405342734006,Cloudy,Central,0.6133333333333333,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.017902695771423914
4356,7312,0.6000000000000001,0.625,2024-03-13,2024-03-20,2024-03-19,Sea,0.4919463087248322,0.8888888888888891,0.7353325439921611,0.6597708690012956,Rainy,Central,0.41333333333333355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4422215901088306
7014,9000,0.8399999999999999,0.625,2024-08-05,2024-08-12,2024-08-15,Air,0.4187919463087248,0.9292929292929294,0.7778079451271791,0.728192127510307,Clear,North,0.03666666666666618,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5132479990493649
3886,6566,0.9600000000000002,0.25,2024-01-30,2024-02-03,2024-02-03,Sea,0.7167785234899329,0.5353535353535355,0.3671722532968603,0.2051528947698953,Clear,Central,0.29000000000000004,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.11949875418574823
5750,1753,0.8,0.875,2024-01-15,2024-01-24,2024-01-29,Air,0.9577181208053691,0.686868686868687,0.1931511043971747,0.14440013420256956,Rainy,Central,0.8566666666666665,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07375941034001668
9170,7851,0.6000000000000001,0.75,2024-04-28,2024-05-06,2024-05-05,Road,0.6073825503355704,0.33333333333333337,0.14747274731555954,0.05578698108091072,Cloudy,South,0.7566666666666664,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.03470672309417828
2408,5315,0.9199999999999999,0.375,2024-02-21,2024-02-26,2024-03-02,Sea,0.9671140939597315,0.31313131313131315,0.9989813416078063,0.3198348429520087,Cloudy,West,0.5199999999999996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.16259089593943807
2014,3844,0.4800000000000002,0.25,2024-09-02,2024-09-06,2024-09-06,Air,0.47382550335570467,0.7171717171717172,0.7737414771567387,0.5608316048773834,Clear,North,0.5800000000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3805278193384796
5154,4518,0.7600000000000002,0.375,2024-08-01,2024-08-06,2024-08-06,Sea,0.05167785234899329,0.7979797979797981,0.2305066753766382,0.19678187830280094,Rainy,South,0.3799999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18711231568039144
8552,5427,0.08000000000000007,0.875,2024-10-05,2024-10-14,2024-10-18,Air,0.4785234899328859,0.43434343434343436,0.8976013554893235,0.39610221691612935,Clear,West,0.853333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26790390522243884
4377,9139,0.32000000000000006,1.0,2024-05-05,2024-05-15,2024-05-16,Road,0.7201342281879194,0.19191919191919193,0.7930082064263259,0.15938365761448262,Cloudy,West,0.8399999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09265768624486113
8823,3789,0.6399999999999999,0.375,2024-06-15,2024-06-20,2024-06-19,Air,0.3275167785234899,0.47474747474747475,0.2530314783815784,0.12857547128978536,Storm,East,0.8666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09685412144680496
4274,9184,0.8800000000000001,0.125,2024-09-08,2024-09-11,2024-09-11,Sea,0.546979865771812,0.5757575757575758,0.355581186461438,0.213772191198243,Storm,East,0.07333333333333325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13818679604571893
5826,3349,0.9600000000000002,0.75,2024-09-17,2024-09-25,2024-09-29,Sea,0.8463087248322148,0.030303030303030304,0.19399011962601556,0.008164497051114647,Clear,Central,0.33666666666666645,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.004422064924086086
6700,9232,0.040000000000000036,0.25,2024-09-07,2024-09-11,2024-09-13,Road,0.6523489932885905,0.6262626262626264,0.5498918058220716,0.3523299750444189,Rainy,Central,0.9433333333333329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2132297574395549
7244,7456,0.9199999999999999,0.25,2024-07-07,2024-07-11,2024-07-16,Road,0.46510067114093956,0.3434343434343435,0.34103621442861226,0.1239049198308692,Cloudy,North,0.3466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08457092558314022
450,5378,0.7600000000000002,0.625,2024-07-30,2024-08-06,2024-08-09,Sea,0.2973154362416107,0.35353535353535354,0.48495896786837056,0.1782874647321179,Clear,East,0.24333333333333318,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1374279991985803
2228,4327,0.6800000000000002,0.5,2024-08-08,2024-08-14,2024-08-17,Air,0.6677852348993288,0.38383838383838387,0.8035357040787163,0.3150679117598276,Storm,North,0.15666666666666673,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.18891395916384032
5757,1148,0.2400000000000002,0.0,2024-03-28,2024-03-30,2024-03-31,Sea,0.9053691275167784,0.36363636363636365,0.9965010411137875,0.36894834869490484,Storm,North,0.793333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19363615341860102
811,1210,0.6399999999999999,1.0,2024-06-24,2024-07-04,2024-07-08,Sea,0.5496644295302013,0.8686868686868688,0.9400645082268403,0.8196968128331819,Storm,North,0.3633333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.528951169823058
4181,3214,0.8,0.125,2024-10-19,2024-10-22,2024-10-24,Road,0.8657718120805369,0.33333333333333337,0.9086310374392683,0.30970059010955264,Clear,South,0.4166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16599060405152283
9001,2148,0.52,0.125,2024-10-25,2024-10-28,2024-11-02,Air,0.5946308724832214,0.3434343434343435,0.3310782672600335,0.12048536208766193,Cloudy,Central,0.5466666666666669,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07555689794217857
5439,8721,0.8800000000000001,0.125,2024-05-30,2024-06-02,2024-06-02,Sea,0.9389261744966443,0.4545454545454546,0.9570407871636794,0.44094495080858126,Cloudy,South,0.023333333333333428,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.22741709127891524
7534,5279,0.7600000000000002,0.875,2024-07-21,2024-07-30,2024-08-01,Road,0.859731543624161,0.8383838383838385,0.18490385007961455,0.16904967159487166,Clear,Central,0.79,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.09090003994094507
6370,2123,0.40000000000000013,0.25,2024-07-22,2024-07-26,2024-07-30,Road,0.8671140939597315,0.3434343434343435,0.9338647776915853,0.32748217019999937,Clear,West,0.9566666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1753948359446438
8417,6293,0.8399999999999999,0.625,2024-06-20,2024-06-27,2024-06-28,Sea,0.6483221476510067,0.10101010101010102,0.44818927856938723,0.0503318120677721,Rainy,Central,0.029999999999999805,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.030535179145350335
1478,2685,0.7600000000000002,0.25,2024-01-17,2024-01-21,2024-01-20,Road,0.6020134228187919,0.10101010101010102,0.31410402972277796,0.035860571373588855,Cloudy,Central,0.9266666666666663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.022384688456911352
1791,1675,0.52,0.375,2024-07-10,2024-07-15,2024-07-14,Sea,0.2436241610738255,0.494949494949495,0.844569877107745,0.4241350995500296,Storm,West,0.47333333333333316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34104765155399036
2009,8966,0.08000000000000007,0.125,2024-11-05,2024-11-08,2024-11-10,Sea,0.6302013422818792,0.060606060606060615,0.8282019352468053,0.058036161988373976,Clear,East,0.31999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03560060986524381
683,9739,0.0,0.5,2024-05-30,2024-06-05,2024-06-06,Road,0.4261744966442953,0.8585858585858587,0.15388478340750417,0.14690736924207454,Storm,East,0.48333333333333295,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.10300799066856049
2817,6657,0.52,0.0,2024-04-05,2024-04-07,2024-04-12,Air,0.38859060402684564,0.41414141414141414,0.11525129628873555,0.05569532820073198,Clear,Central,0.9199999999999995,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04010925037172095
9432,3389,0.9199999999999999,0.5,2024-04-11,2024-04-17,2024-04-21,Sea,0.8355704697986577,0.0,0.4794002368023517,0.004650762768877574,Storm,West,0.026666666666666394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002533687943556704
3775,3430,0.15999999999999992,0.0,2024-07-21,2024-07-23,2024-07-26,Air,0.876510067114094,0.20202020202020202,0.567141632303107,0.12082801887833018,Storm,West,0.9533333333333331,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06438975254961087
6496,9193,0.2400000000000002,0.75,2024-05-25,2024-06-02,2024-06-05,Road,0.41946308724832215,0.3434343434343435,0.498652676274854,0.17803039202296272,Rainy,Central,0.09333333333333327,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1254209381154678
8879,4203,0.3600000000000001,0.875,2024-05-21,2024-05-30,2024-06-02,Road,0.39999999999999997,0.7474747474747476,0.2792287592373331,0.22031960376793483,Rainy,North,0.20666666666666655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15737114554852488
7362,7892,0.8800000000000001,0.5,2024-03-16,2024-03-22,2024-03-24,Road,0.45369127516778524,0.5454545454545455,0.6263463030253542,0.34881439809063974,Storm,Central,0.12333333333333307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2399508093975315
8367,1198,0.6000000000000001,0.625,2024-01-25,2024-02-01,2024-02-04,Road,0.7006711409395973,0.11111111111111112,0.4239905279059323,0.052081448725991915,Storm,East,0.3733333333333331,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03062405627534647
7475,3366,0.28000000000000025,0.125,2024-10-14,2024-10-17,2024-10-17,Sea,0.8355704697986577,0.050505050505050504,0.08541419997550322,0.0059821330160893865,Cloudy,North,0.5999999999999996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.003259004824121823
47,5682,0.32000000000000006,0.75,2024-04-18,2024-04-26,2024-04-25,Sea,0.7268456375838925,0.8989898989898991,0.2939002980443392,0.27738974520038645,Cloudy,West,0.8699999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1606337817133991
31,8376,0.9600000000000002,0.75,2024-05-12,2024-05-20,2024-05-22,Sea,0.72751677852349,0.7575757575757577,0.9570877393541012,0.7287185307001798,Rainy,North,0.6066666666666665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42183007410383366
8251,7227,0.9600000000000002,0.75,2024-02-21,2024-02-29,2024-03-04,Air,0.39060402684563755,0.43434343434343436,0.08677581349773406,0.04606664834810805,Cloudy,North,0.33999999999999986,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03312707820399662
6936,7953,0.3600000000000001,0.125,2024-01-14,2024-01-17,2024-01-19,Sea,0.09530201342281878,0.8282828282828284,0.4516596578614298,0.38426627693362386,Clear,East,0.8033333333333328,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.35083134352395806
1469,1232,1.0,0.75,2024-09-18,2024-09-26,2024-10-01,Road,0.6013422818791946,0.585858585858586,0.660194749520271,0.39379519214547637,Cloudy,South,0.18999999999999995,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24591568998187754
1666,7285,0.6399999999999999,0.375,2024-04-20,2024-04-25,2024-04-30,Air,0.8261744966442953,0.42424242424242425,0.9243681868288899,0.39838680916366165,Cloudy,North,0.5633333333333335,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2181537470245703
1417,6417,0.9600000000000002,0.0,2024-06-12,2024-06-14,2024-06-17,Air,0.6100671140939598,0.7575757575757577,0.6606969338178255,0.5077093071076308,Storm,South,0.22333333333333316,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.31533425076714044
6481,3806,0.11999999999999988,0.875,2024-07-16,2024-07-25,2024-07-30,Sea,0.09798657718120804,0.6060606060606062,0.5347936145021026,0.33210060610073694,Rainy,South,0.3633333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3024632659474927
4853,7681,0.52,0.75,2024-02-13,2024-02-21,2024-02-20,Sea,0.8939597315436241,0.2828282828282828,0.9992324337565835,0.289897939831126,Rainy,Central,0.8300000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1530644685855343
2471,1136,0.44000000000000017,0.75,2024-01-25,2024-02-02,2024-02-06,Air,0.9328859060402684,0.787878787878788,0.3240231902992692,0.26680381751070337,Clear,Central,0.7266666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13803391947602361
4374,1084,0.40000000000000013,0.125,2024-05-27,2024-05-30,2024-05-31,Road,0.29395973154362415,0.8181818181818183,0.43751684154656434,0.3682550835852836,Clear,West,0.5800000000000001,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.284595474347548
8525,3086,0.3600000000000001,1.0,2024-01-27,2024-02-06,2024-02-08,Road,0.45503355704697984,0.8989898989898991,0.8075307230637325,0.7309399113022041,Rainy,North,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5023526143174742
430,2613,0.40000000000000013,0.625,2024-09-03,2024-09-10,2024-09-11,Sea,0.26308724832214764,0.8585858585858587,0.10968235822479892,0.10961013496587622,Rainy,West,0.2866666666666662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08677954362335578
5245,7886,0.3600000000000001,1.0,2024-06-18,2024-06-28,2024-06-27,Air,0.4348993288590604,0.5151515151515152,0.2967500918629813,0.16161625447806738,Cloudy,North,0.5866666666666664,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11263246921062695
2120,7607,0.44000000000000017,0.625,2024-02-25,2024-03-03,2024-03-02,Road,0.38993288590604025,0.26262626262626265,0.1797676887273915,0.05280429672547853,Rainy,North,0.3633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03799053699708499
386,3126,0.11999999999999988,1.0,2024-10-12,2024-10-22,2024-10-21,Sea,0.21073825503355703,0.18181818181818182,0.567947985138611,0.10944669801171134,Rainy,North,0.7399999999999998,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09039666299193452
1946,2365,0.15999999999999992,0.875,2024-01-14,2024-01-23,2024-01-27,Road,0.39999999999999997,0.9292929292929294,0.5148307679745233,0.48823531332196046,Storm,West,0.04999999999999982,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.34873950951568605
4225,1582,0.6800000000000002,0.5,2024-03-15,2024-03-21,2024-03-26,Sea,0.1093959731543624,0.19191919191919193,0.7570264973665946,0.15232302096225148,Rainy,South,0.6966666666666668,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13730266257335433
