supplier_lead_time,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,on_time_delivery,Promised_Lead_Time,Is_Weekend_Order,Is_Peak_Season,Is_Weekend_Delivery,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,DayOfYear_sin,DayOfYear_cos,supplier_on_time_rate,supplier_delay_rate,supplier_count,Reliable_Supplier,Risky_Supplier,Experienced_Supplier,Risk_Combo,Almost_Certain_OnTime,Very_Likely_Delayed,Safe_Combo,Extreme_Risk,Cost_per_Day,Distance_per_Day,log_Promised_Lead_Time,sqrt_Promised_Lead_Time,log_shipping_distance_km,sqrt_shipping_distance_km,log_unit_price,sqrt_unit_price,log_Risk_Combo,sqrt_Risk_Combo,log_supplier_delay_rate,sqrt_supplier_delay_rate,delayed_reason_code_Operational,delayed_reason_code_Traffic,delayed_reason_code_Weather,Lead_Bin_Fast,Lead_Bin_Normal,Lead_Bin_Slow,Lead_Bin_VerySlow,Dist_Bin_Regional,Dist_Bin_National,Dist_Bin_Continental,Dist_Bin_International,Price_Quantile_MediumLow,Price_Quantile_Medium,Price_Quantile_MediumHigh,Price_Quantile_High,supplier_rating_2.6,supplier_rating_2.7,supplier_rating_2.8,supplier_rating_2.9,supplier_rating_3.0,supplier_rating_3.1,supplier_rating_3.2,supplier_rating_3.3,supplier_rating_3.4,supplier_rating_3.5,supplier_rating_3.6,supplier_rating_3.7,supplier_rating_3.8,supplier_rating_3.9,supplier_rating_4.0,supplier_rating_4.1,supplier_rating_4.2,supplier_rating_4.3,supplier_rating_4.4,supplier_rating_4.5,supplier_rating_4.6,supplier_rating_4.7,supplier_rating_4.8,supplier_rating_4.9,supplier_rating_5.0
7,Road,1055,97,3074.55,298231.34,Cloudy,South,No,79.0,EcomExpress,0,7,0,0,0,1.2246469e-16,-1.0,-0.43388373,-0.90096885,0.16481784,-0.986324,0.2670476,0.73295236,1,0,1,0,59.2592,0,0,0,0,384.31876,131.875,2.0794415,2.6457512,6.9622436,32.480762,8.031239,55.448624,4.098655,7.698,0.5498265,0.85612637,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6,Road,1287,10,1039.2,10392.0,Storm,Central,Yes,98.6,EcomExpress,0,6,0,0,0,1.0,6.123234e-17,-0.43388373,-0.90096885,0.86709857,0.49813664,0.27533334,0.72466666,4,0,1,0,60.30676,0,0,0,0,148.45714,183.85715,1.9459101,2.4494898,7.1608458,35.874783,6.9471684,32.236626,4.11589,7.765743,0.5450338,0.85127354,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,Air,561,75,4649.78,348733.5,Rainy,Central,No,95.3,DHL,0,8,0,0,0,0.8660254,0.5,0.9749279,-0.22252093,0.77991253,0.6258885,0.28730392,0.7126961,3,0,1,0,37.68737,0,0,0,0,516.6422,62.333332,2.1972246,2.828427,6.331502,23.685438,8.44479,68.18929,3.655513,6.1390038,0.5380688,0.8442133,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,Road,1410,53,4239.16,224675.48,Clear,South,Yes,84.1,BlueDart,0,6,0,0,0,-0.8660254,0.5,0.43388373,-0.90096885,-0.9572324,0.28932,0.24382609,0.7561739,3,0,1,0,68.50935,0,0,0,0,605.5943,201.42857,1.9459101,2.4494898,7.2520537,37.549965,8.352356,65.10883,4.2414613,8.277038,0.56313753,0.8695826,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10,Road,1225,26,1643.82,42739.32,Rainy,West,Yes,79.2,Delhivery,1,10,1,1,0,0.5,0.8660254,-0.9749279,-0.22252093,0.33730108,0.94139683,0.3458182,0.65418184,2,0,1,0,86.67909,0,0,0,0,149.43819,111.36364,2.3978953,3.1622777,7.111512,35.0,7.4053864,40.54405,4.4736834,9.310161,0.5033065,0.80881506,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10,Sea,1260,84,616.25,51765.0,Storm,West,No,71.2,BlueDart,0,10,1,0,0,-0.8660254,-0.5,-0.9749279,-0.22252093,-0.64003813,-0.76834315,0.2670476,0.73295236,1,0,1,0,99.681526,0,0,0,0,56.022728,114.545456,2.3978953,3.1622777,7.1396604,35.49648,6.425274,24.824383,4.6119623,9.984063,0.5498265,0.85612637,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,Road,73,73,3780.9,276005.7,Storm,South,Yes,77.9,BlueDart,0,4,0,1,1,-0.5,0.8660254,0.9749279,-0.22252093,-0.8035476,0.5952404,0.33078304,0.66921693,3,0,1,0,4.6309814,0,0,0,0,756.18,14.6,1.609438,2.0,4.304065,8.5440035,8.237982,61.489025,1.7282838,2.1519716,0.5123546,0.8180568,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,Sea,1094,76,4788.92,363957.9,Rainy,North,No,88.2,EcomExpress,0,8,1,0,0,0.5,-0.8660254,-0.7818315,0.6234898,0.7536977,-0.6572213,0.2549091,0.7450909,2,0,1,0,71.17108,0,0,0,0,532.10223,121.55556,2.1972246,2.828427,6.9985094,33.075672,8.474269,69.20203,4.2790394,8.4362955,0.5568066,0.8631865,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,Air,1350,83,3162.55,262491.66,Cloudy,Central,No,92.6,BlueDart,0,4,0,0,0,1.2246469e-16,-1.0,-0.43388373,-0.90096885,0.28210765,-0.9593828,0.2670476,0.73295236,1,0,1,0,42.51124,0,0,0,0,632.51,270.0,1.609438,2.0,7.2086005,36.742348,8.05945,56.236553,3.7730193,6.5200644,0.5498265,0.85612637,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Road,860,63,3171.7,199817.1,Storm,Central,Yes,79.9,BlueDart,0,4,1,0,0,0.8660254,-0.5,-0.7818315,0.6234898,0.888701,-0.45848712,0.26432,0.73568,5,0,1,0,28.250113,0,0,0,0,634.34,172.0,1.609438,2.0,6.7580943,29.325756,8.062338,56.31785,3.3758833,5.3150835,0.5513993,0.85771793,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,Road,182,9,3502.86,31525.74,Rainy,West,Yes,97.4,Delhivery,0,7,0,0,0,-0.8660254,0.5,0.7818315,0.6234898,-0.999833,0.018276557,0.2670476,0.73295236,1,0,1,0,14.46848,0,0,0,0,437.8575,22.75,2.0794415,2.6457512,5.209486,13.490738,8.16162,59.184963,2.7388043,3.8037455,0.5498265,0.85612637,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,Road,1428,69,3811.67,263005.22,Rainy,North,No,88.2,FedEx,1,7,1,1,1,-0.5,0.8660254,-0.7818315,0.6234898,-0.7607201,0.6490801,0.33078304,0.66921693,3,0,1,0,71.579445,0,0,0,0,476.45874,178.5,2.0794415,2.6457512,7.26473,37.788887,8.246085,61.738724,4.284682,8.460464,0.5123546,0.8180568,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,Road,12,44,2734.24,120306.56,Clear,Central,Yes,95.0,DHL,0,3,0,1,0,0.5,0.8660254,-0.43388373,-0.90096885,0.0859061,0.99630326,0.2670476,0.73295236,1,0,1,0,2.46272,0,0,0,0,683.56,3.0,1.3862944,1.7320508,2.5649493,3.4641016,7.9139743,52.28996,1.2420545,1.5693055,0.5498265,0.85612637,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5,Air,1132,4,1471.79,5887.16,Rainy,West,No,72.4,Delhivery,0,5,1,0,0,1.0,6.123234e-17,-0.9749279,-0.22252093,0.99974513,0.022576263,0.30036363,0.69963634,2,0,1,0,43.0976,0,0,0,0,245.29834,188.66667,1.7917595,2.236068,7.0326242,33.645206,7.294914,38.363914,3.7864053,6.564876,0.53041434,0.8364427,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5,Air,1057,31,2067.98,64107.38,Cloudy,South,No,71.9,BlueDart,0,5,0,1,1,-0.5,0.8660254,0.0,1.0,-0.6644835,0.74730295,0.2549091,0.7450909,2,0,1,0,43.103508,0,0,0,0,344.66333,176.16667,1.7917595,2.236068,6.9641356,32.511536,7.634811,45.475048,3.7865393,6.565326,0.5568066,0.8631865,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,Air,1195,81,3673.06,297517.88,Rainy,Central,No,81.9,DHL,0,2,0,1,0,0.5,0.8660254,0.9749279,-0.22252093,0.28829065,0.95754296,0.2670476,0.73295236,1,0,1,0,18.983467,0,1,0,1,1224.3534,398.33334,1.0986123,1.4142135,7.086738,34.56877,8.209053,60.605774,2.9949052,4.3570023,0.5498265,0.85612637,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7,Sea,1488,95,300.37,28535.15,Cloudy,West,No,77.5,FedEx,0,7,0,0,0,-1.0,-1.8369701e-16,0.7818315,0.6234898,-0.94175893,-0.33628872,0.2670476,0.73295236,1,0,1,0,81.47498,0,0,0,0,37.54625,186.0,2.0794415,2.6457512,7.30586,38.574604,5.7083387,17.331186,4.412495,9.02635,0.5498265,0.85612637,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7,Sea,1381,36,1072.93,38625.48,Cloudy,South,Yes,91.6,EcomExpress,0,7,1,0,1,1.0,6.123234e-17,-0.9749279,-0.22252093,0.875539,0.48314747,0.2670476,0.73295236,1,0,1,0,75.985176,0,0,0,0,134.11626,172.625,2.0794415,2.6457512,7.231287,37.161808,6.97908,32.75561,4.3436127,8.716948,0.5498265,0.85612637,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7,Air,1098,46,2863.86,131737.56,Storm,West,No,71.4,FedEx,0,7,0,0,0,0.5,-0.8660254,0.0,1.0,0.817401,-0.5760691,0.2670476,0.73295236,1,0,1,0,61.465385,0,0,0,0,357.9825,137.25,2.0794415,2.6457512,7.002156,33.13608,7.9602747,53.515045,4.1346126,7.8399863,0.5498265,0.85612637,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,Road,1078,51,3589.59,183069.1,Cloudy,Central,Yes,82.6,DHL,1,7,0,0,0,0.8660254,0.5,0.43388373,-0.90096885,0.5230943,0.85227484,0.3458182,0.65418184,2,0,1,0,53.943832,0,0,0,0,448.69876,134.75,2.0794415,2.6457512,6.98379,32.83291,8.186071,59.91319,4.0063114,7.3446465,0.5033065,0.80881506,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10,Sea,913,57,4601.34,262276.38,Rainy,East,Yes,97.0,EcomExpress,1,10,0,0,0,0.8660254,0.5,0.0,1.0,0.58045495,0.8142924,0.30036363,0.69963634,2,0,1,0,70.87316,0,0,0,0,418.30365,83.0,2.3978953,3.1622777,6.8178306,30.215889,8.43432,67.833176,4.274903,8.41862,0.53041434,0.8364427,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
7,Air,745,87,3528.61,306989.06,Storm,West,Yes,79.7,EcomExpress,0,7,0,0,0,1.2246469e-16,-1.0,-0.43388373,-0.90096885,0.16481784,-0.986324,0.2670476,0.73295236,1,0,1,0,43.354134,0,0,0,0,441.07626,93.125,2.0794415,2.6457512,6.6147256,27.294687,8.168942,59.402103,3.7922058,6.5843854,0.5498265,0.85612637,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,Road,849,52,4343.5,225862.0,Storm,Central,No,83.5,DHL,1,10,0,0,0,-0.5,-0.8660254,-0.43388373,-0.90096885,-0.19443122,-0.98091614,0.28730392,0.7126961,3,0,1,0,67.63486,0,0,0,0,394.86365,77.181816,2.3978953,3.1622777,6.7452364,29.137604,8.376666,65.905235,4.228801,8.224042,0.5380688,0.8442133,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
