order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,delayed_reason_code,on_time_delivery,product_id
44.0,9488.0,3.8,10.0,2024-02-05,2024-02-15,2024-02-15,Sea,913.0,57.0,4601.34,262276.38,Rainy,East,Yes,97.0,EcomExpress,Weather,1.0,P0064
45.0,6662.0,3.3,7.0,2024-06-21,2024-06-28,2024-06-30,Air,745.0,87.0,3528.61,306989.07,Storm,West,Yes,79.7,EcomExpress,Traffic,0.0,P0003
46.0,1221.0,2.6,10.0,2024-07-12,2024-07-22,2024-07-21,Road,849.0,52.0,4343.5,225862.0,Storm,Central,No,83.5,DHL,Operational,1.0,P0051
47.0,5682.0,3.3,8.0,2024-04-18,2024-04-26,2024-04-25,Sea,1093.0,90.0,1540.23,138620.7,Cloudy,West,No,96.1,EcomExpress,Weather,1.0,P0007
48.0,7072.0,4.2,9.0,2024-09-24,2024-10-03,2024-10-07,Air,31.0,36.0,2352.43,84687.48,Rainy,East,No,86.8,BlueDart,Traffic,0.0,P0021
49.0,5142.0,3.1,3.0,2024-05-22,2024-05-25,2024-05-24,Air,925.0,65.0,4373.11,284252.15,Cloudy,West,Yes,96.1,BlueDart,Traffic,1.0,P0073
50.0,5021.0,3.6,10.0,2024-07-29,2024-08-08,2024-08-12,Road,203.0,30.0,4713.6,141408.0,Storm,Central,Yes,90.8,EcomExpress,Operational,0.0,P0039
51.0,6912.0,4.6,3.0,2024-07-13,2024-07-16,2024-07-16,Road,329.0,87.0,4549.72,395825.64,Cloudy,South,No,85.5,FedEx,Operational,1.0,P0018
52.0,6991.0,3.1,8.0,2024-10-27,2024-11-04,2024-11-05,Road,578.0,98.0,3408.67,334049.66,Storm,Central,No,74.7,FedEx,Operational,0.0,P0004
53.0,3984.0,4.8,4.0,2024-05-23,2024-05-27,2024-05-30,Sea,1409.0,67.0,2642.13,177022.71,Storm,East,No,88.7,BlueDart,Operational,0.0,P0089
54.0,1306.0,4.5,10.0,2024-10-30,2024-11-09,2024-11-10,Air,121.0,3.0,1824.32,5472.96,Clear,East,Yes,98.8,FedEx,Traffic,0.0,P0060
55.0,4012.0,4.2,5.0,2024-03-05,2024-03-10,2024-03-09,Road,528.0,91.0,326.07,29672.37,Rainy,West,Yes,91.2,FedEx,Operational,1.0,P0014
56.0,5828.0,3.3,9.0,2024-04-27,2024-05-06,2024-05-11,Air,48.0,59.0,3048.92,179886.28,Rainy,Central,No,75.4,DHL,Traffic,0.0,P0009
57.0,9952.0,4.3,5.0,2024-05-27,2024-06-01,2024-06-02,Road,577.0,30.0,4673.31,140199.3,Rainy,East,Yes,87.9,Delhivery,Operational,0.0,P0090
58.0,9183.0,4.8,2.0,2024-10-25,2024-10-27,2024-10-26,Road,316.0,14.0,1221.69,17103.66,Rainy,East,No,78.9,EcomExpress,Customs,1.0,P0053
59.0,8900.0,2.6,9.0,2024-11-18,2024-11-27,2024-11-28,Sea,690.0,22.0,3142.97,69145.34,Clear,West,Yes,72.3,EcomExpress,Customs,0.0,P0002
60.0,3561.0,2.9,10.0,2024-02-02,2024-02-12,2024-02-14,Sea,42.0,81.0,3559.92,288353.52,Storm,West,No,86.0,EcomExpress,Traffic,0.0,P0084
61.0,7928.0,2.8,2.0,2024-08-14,2024-08-16,2024-08-20,Road,1066.0,74.0,3742.13,276917.62,Rainy,West,No,94.6,EcomExpress,Operational,0.0,P0092
62.0,4544.0,4.5,3.0,2024-08-20,2024-08-23,2024-08-26,Air,607.0,68.0,4081.24,277524.32,Clear,South,Yes,90.0,EcomExpress,Weather,0.0,P0060
63.0,4730.0,4.8,4.0,2024-11-10,2024-11-14,2024-11-14,Road,1132.0,13.0,1830.87,23801.31,Clear,South,No,86.9,DHL,Customs,1.0,P0071
64.0,7260.0,4.2,4.0,2024-10-14,2024-10-18,2024-10-21,Air,1128.0,85.0,2339.01,198815.85,Rainy,South,No,98.7,FedEx,Customs,0.0,P0044
65.0,9554.0,2.7,7.0,2024-10-21,2024-10-28,2024-11-01,Sea,780.0,44.0,2554.5,112398.0,Cloudy,East,Yes,83.1,FedEx,Customs,0.0,P0008
66.0,9620.0,2.9,6.0,2024-09-07,2024-09-13,2024-09-12,Sea,544.0,36.0,4417.8,159040.8,Cloudy,North,Yes,70.3,BlueDart,Traffic,1.0,P0047
67.0,4708.0,4.4,6.0,2024-06-08,2024-06-14,2024-06-18,Sea,1067.0,3.0,1956.47,5869.41,Cloudy,Central,Yes,85.3,Delhivery,Operational,0.0,P0035
68.0,3448.0,4.5,7.0,2024-01-17,2024-01-24,2024-01-24,Air,709.0,19.0,2250.92,42767.48,Storm,Central,Yes,89.4,DHL,Weather,1.0,P0078
69.0,7658.0,4.8,7.0,2024-11-15,2024-11-22,2024-11-26,Air,312.0,14.0,2415.05,33810.7,Cloudy,South,Yes,91.9,EcomExpress,Operational,0.0,P0081
70.0,5891.0,4.9,3.0,2024-05-18,2024-05-21,2024-05-26,Air,490.0,91.0,2939.87,267528.17,Storm,North,Yes,81.7,BlueDart,Traffic,0.0,P0036
71.0,9571.0,3.5,8.0,2024-07-29,2024-08-06,2024-08-09,Road,613.0,26.0,2037.04,52963.04,Cloudy,Central,Yes,92.1,DHL,Operational,0.0,P0050
72.0,9433.0,4.5,2.0,2024-11-19,2024-11-21,2024-11-24,Road,25.0,10.0,3572.49,35724.9,Cloudy,South,Yes,82.0,BlueDart,Operational,0.0,P0004
73.0,5686.0,3.7,8.0,2024-10-10,2024-10-18,2024-10-20,Air,971.0,17.0,793.92,13496.64,Clear,Central,No,83.8,BlueDart,Customs,0.0,P0002
74.0,8811.0,2.6,6.0,2024-04-28,2024-05-04,2024-05-09,Road,1197.0,70.0,1298.36,90885.2,Cloudy,West,Yes,94.5,DHL,Operational,0.0,P0006
75.0,8434.0,4.0,8.0,2024-11-08,2024-11-16,2024-11-16,Air,651.0,46.0,169.97,7818.62,Clear,South,No,98.5,DHL,Operational,1.0,P0054
76.0,8166.0,3.1,9.0,2024-01-05,2024-01-14,2024-01-17,Sea,606.0,30.0,1527.33,45819.9,Clear,North,Yes,94.9,DHL,Operational,0.0,P0004
77.0,9822.0,3.6,9.0,2024-08-01,2024-08-10,2024-08-11,Air,392.0,40.0,467.91,18716.4,Storm,South,No,78.8,DHL,Customs,0.0,P0054
78.0,8746.0,3.9,3.0,2024-08-23,2024-08-26,2024-08-27,Road,369.0,63.0,4855.87,305919.81,Cloudy,South,No,97.7,EcomExpress,Customs,0.0,P0093
79.0,1957.0,2.7,8.0,2024-06-25,2024-07-03,2024-07-08,Sea,945.0,57.0,3850.4,219472.8,Clear,West,Yes,88.7,FedEx,Weather,0.0,P0063
80.0,8950.0,3.4,5.0,2024-08-27,2024-09-01,2024-09-02,Sea,1195.0,64.0,2474.64,158376.96,Cloudy,West,No,94.6,DHL,Operational,0.0,P0018
81.0,9997.0,3.0,2.0,2024-11-13,2024-11-15,2024-11-17,Road,320.0,45.0,2040.82,91836.9,Clear,Central,Yes,83.0,DHL,Weather,0.0,P0090
82.0,3900.0,4.0,7.0,2024-04-21,2024-04-28,2024-04-28,Air,1439.0,17.0,3670.15,62392.55,Clear,East,No,97.0,EcomExpress,Customs,1.0,P0044
83.0,4632.0,2.9,9.0,2024-03-11,2024-03-20,2024-03-21,Road,1486.0,99.0,4567.0,425003.27625,Clear,East,Yes,75.6,EcomExpress,Traffic,0.0,P0034
84.0,7541.0,4.5,8.0,2024-09-28,2024-10-06,2024-10-06,Sea,232.0,90.0,1940.03,174602.7,Storm,North,Yes,72.0,FedEx,Operational,1.0,P0074
85.0,7217.0,4.9,10.0,2024-07-23,2024-08-02,2024-08-04,Sea,182.0,83.0,554.89,46055.87,Cloudy,South,Yes,75.3,DHL,Traffic,0.0,P0062
86.0,1834.0,3.9,10.0,2024-04-05,2024-04-15,2024-04-19,Air,563.0,36.0,922.71,33217.56,Rainy,East,No,94.1,Delhivery,Customs,0.0,P0100
87.0,2860.0,4.9,8.0,2024-04-02,2024-04-10,2024-04-11,Air,246.0,19.0,414.71,7879.49,Cloudy,Central,No,90.7,BlueDart,Operational,0.0,P0014
88.0,5356.0,4.3,8.0,2024-08-13,2024-08-21,2024-08-21,Road,873.0,80.0,2796.66,223732.8,Cloudy,North,Yes,92.7,DHL,Weather,1.0,P0095
89.0,7568.0,4.6,2.0,2024-09-22,2024-09-24,2024-09-29,Road,955.0,14.0,3856.04,53984.56,Storm,East,Yes,81.4,EcomExpress,Customs,0.0,P0048
90.0,3214.0,3.5,6.0,2024-04-08,2024-04-14,2024-04-16,Road,138.0,22.0,4377.39,96302.58,Storm,East,Yes,77.6,FedEx,Traffic,0.0,P0015
91.0,3752.0,3.0,5.0,2024-10-09,2024-10-14,2024-10-18,Air,985.0,20.0,4069.67,81393.4,Cloudy,South,Yes,75.0,BlueDart,Operational,0.0,P0072
92.0,6506.0,3.2,5.0,2024-01-10,2024-01-15,2024-01-14,Sea,1442.0,25.0,1730.81,43270.25,Storm,East,No,70.2,BlueDart,Operational,1.0,P0078
93.0,8843.0,5.0,7.0,2024-05-24,2024-05-31,2024-05-31,Road,1313.0,9.0,243.34,2190.06,Cloudy,West,No,88.8,DHL,Customs,1.0,P0087
94.0,4394.0,5.0,7.0,2024-09-12,2024-09-19,2024-09-19,Road,48.0,54.0,2674.83,144440.82,Cloudy,West,No,94.7,DHL,Operational,1.0,P0062
95.0,7715.0,4.6,7.0,2024-01-15,2024-01-22,2024-01-23,Sea,728.0,58.0,3792.95,219991.1,Storm,East,Yes,70.1,EcomExpress,Weather,0.0,P0040
96.0,5519.0,4.8,2.0,2024-01-03,2024-01-05,2024-01-08,Sea,1298.0,40.0,4865.48,194619.2,Storm,North,No,90.3,BlueDart,Customs,0.0,P0085
97.0,7249.0,5.0,2.0,2024-10-04,2024-10-06,2024-10-10,Air,1107.0,8.0,3934.88,31479.04,Clear,Central,No,86.1,FedEx,Operational,0.0,P0080
98.0,6729.0,4.1,8.0,2024-08-12,2024-08-20,2024-08-21,Air,617.0,89.0,3170.26,282153.14,Storm,South,No,82.7,FedEx,Weather,0.0,P0082
99.0,3064.0,3.6,2.0,2024-01-02,2024-01-04,2024-01-04,Air,117.0,59.0,2950.5,174079.5,Cloudy,West,Yes,78.5,FedEx,Operational,1.0,P0053
100.0,5946.0,3.0,9.0,2024-02-29,2024-03-09,2024-03-09,Air,304.0,83.0,3478.1,288682.3,Cloudy,West,Yes,80.2,EcomExpress,Operational,1.0,P0024
101.0,8690.0,3.4,5.0,2024-05-26,2024-05-31,2024-06-02,Air,775.0,26.0,852.78,22172.28,Rainy,North,No,88.2,BlueDart,Operational,0.0,P0026
102.0,6949.0,2.5,10.0,2024-03-09,2024-03-19,2024-03-21,Sea,143.0,39.0,1928.22,75200.58,Storm,West,No,95.5,Delhivery,Operational,0.0,P0089
103.0,1353.0,2.8,6.0,2024-09-05,2024-09-11,2024-09-14,Sea,436.0,73.0,904.38,66019.74,Storm,Central,Yes,81.0,DHL,Weather,0.0,P0060
104.0,7169.0,4.3,9.0,2024-07-31,2024-08-09,2024-08-14,Air,496.0,75.0,4847.15,363536.25,Cloudy,Central,No,93.9,FedEx,Operational,0.0,P0041
105.0,7960.0,4.0,8.0,2024-08-18,2024-08-26,2024-08-29,Air,832.0,57.0,4261.09,242882.13,Rainy,North,No,78.0,Delhivery,Operational,0.0,P0029
106.0,4989.0,3.8,9.0,2024-07-11,2024-07-20,2024-07-21,Road,663.0,72.0,4641.86,334213.92,Cloudy,West,Yes,70.6,DHL,Traffic,0.0,P0015
107.0,4065.0,4.4,8.0,2024-04-29,2024-05-07,2024-05-10,Sea,1289.0,45.0,2125.68,95655.6,Rainy,South,No,90.1,DHL,Customs,0.0,P0045
108.0,2578.0,2.8,7.0,2024-08-03,2024-08-10,2024-08-14,Road,410.0,54.0,3038.96,164103.84,Rainy,Central,No,89.7,DHL,Weather,0.0,P0065
109.0,4187.0,3.0,3.0,2024-03-06,2024-03-09,2024-03-10,Road,1392.0,51.0,3294.74,168031.74,Cloudy,North,No,95.6,DHL,Weather,0.0,P0089
110.0,4834.0,2.7,8.0,2024-08-17,2024-08-25,2024-08-26,Road,327.0,19.0,2835.67,53877.73,Rainy,Central,Yes,82.6,FedEx,Operational,0.0,P0071
111.0,2487.0,4.4,6.0,2024-09-06,2024-09-12,2024-09-13,Air,982.0,46.0,1279.22,58844.12,Rainy,West,Yes,82.4,EcomExpress,Traffic,0.0,P0009
112.0,8868.0,3.6,3.0,2024-01-04,2024-01-07,2024-01-12,Air,821.0,67.0,707.48,47401.16,Rainy,East,No,95.2,BlueDart,Operational,0.0,P0088
113.0,8241.0,4.3,9.0,2024-07-10,2024-07-19,2024-07-18,Road,180.0,54.0,4813.45,259926.3,Clear,South,No,83.9,Delhivery,Traffic,1.0,P0001
114.0,4828.0,3.9,5.0,2024-09-29,2024-10-04,2024-10-03,Sea,278.0,72.0,1594.02,114769.44,Storm,South,No,72.7,DHL,Traffic,1.0,P0008
115.0,2618.0,3.0,10.0,2024-08-05,2024-08-15,2024-08-18,Air,984.0,64.0,2879.88,184312.32,Storm,Central,Yes,78.6,DHL,Customs,0.0,P0088
116.0,5007.0,2.9,2.0,2024-10-30,2024-11-01,2024-11-01,Sea,1440.0,39.0,1220.0,47580.0,Clear,South,Yes,88.3,FedEx,Operational,1.0,P0063
117.0,4613.0,3.7,10.0,2024-08-21,2024-08-31,2024-09-01,Air,1488.0,77.0,1177.92,90699.84,Cloudy,North,No,95.8,EcomExpress,Customs,0.0,P0011
118.0,9777.0,4.4,4.0,2024-07-04,2024-07-08,2024-07-07,Sea,331.0,33.0,4208.74,138888.42,Clear,North,Yes,77.2,EcomExpress,Weather,1.0,P0081
119.0,3804.0,2.9,2.0,2024-08-28,2024-08-30,2024-09-01,Sea,726.0,68.0,2243.41,152551.88,Storm,Central,Yes,99.6,EcomExpress,Operational,0.0,P0008
120.0,4155.0,2.9,6.0,2024-06-26,2024-07-02,2024-07-07,Road,297.0,59.0,203.81,12024.79,Storm,Central,Yes,85.0,EcomExpress,Operational,0.0,P0035
121.0,3059.0,3.9,2.0,2024-05-15,2024-05-17,2024-05-18,Sea,241.0,80.0,501.75,40140.0,Rainy,South,No,79.9,EcomExpress,Weather,0.0,P0035
122.0,1854.0,4.2,8.0,2024-01-14,2024-01-22,2024-01-26,Sea,481.0,73.0,3537.43,258232.39,Clear,Central,No,97.0,EcomExpress,Operational,0.0,P0033
123.0,1172.0,3.6,2.0,2024-02-27,2024-02-29,2024-03-05,Road,118.0,30.0,1066.39,31991.7,Storm,West,Yes,76.6,Delhivery,Traffic,0.0,P0005
124.0,4290.0,3.0,3.0,2024-06-29,2024-07-02,2024-07-03,Air,712.0,97.0,170.11,16500.67,Storm,Central,Yes,96.6,EcomExpress,Customs,0.0,P0041
125.0,9310.0,4.6,2.0,2024-09-21,2024-09-23,2024-09-24,Sea,875.0,17.0,1983.27,33715.59,Storm,South,Yes,95.1,DHL,Customs,0.0,P0028
126.0,8935.0,2.7,7.0,2024-07-27,2024-08-03,2024-08-07,Air,1496.0,14.0,3814.06,53396.84,Rainy,Central,Yes,94.7,EcomExpress,Customs,0.0,P0007
127.0,7868.0,2.8,7.0,2024-01-07,2024-01-14,2024-01-16,Air,1021.0,40.0,3680.99,147239.6,Storm,East,Yes,86.8,EcomExpress,Traffic,0.0,P0073
128.0,4510.0,4.8,2.0,2024-09-24,2024-09-26,2024-10-01,Road,963.0,37.0,1199.5,44381.5,Clear,West,Yes,83.7,Delhivery,Traffic,0.0,P0072
129.0,3049.0,2.6,3.0,2024-09-22,2024-09-25,2024-09-24,Air,737.0,48.0,3494.71,167746.08,Storm,South,Yes,82.1,BlueDart,Operational,1.0,P0012
130.0,2065.0,4.7,8.0,2024-04-03,2024-04-11,2024-04-16,Road,304.0,2.0,699.38,1398.76,Cloudy,East,Yes,76.4,EcomExpress,Customs,0.0,P0034
131.0,1786.0,3.5,7.0,2024-05-29,2024-06-05,2024-06-08,Road,1343.0,77.0,523.43,40304.11,Storm,East,No,78.8,EcomExpress,Customs,0.0,P0033
132.0,5281.0,3.6,4.0,2024-07-29,2024-08-02,2024-08-05,Sea,478.0,49.0,544.94,26702.06,Clear,Central,No,95.1,FedEx,Operational,0.0,P0048
133.0,9271.0,3.0,9.0,2024-06-23,2024-07-02,2024-07-05,Sea,141.0,89.0,4254.65,378663.85,Rainy,East,Yes,95.6,EcomExpress,Weather,0.0,P0023
134.0,6059.0,4.9,10.0,2024-09-26,2024-10-06,2024-10-05,Sea,77.0,78.0,3800.45,296435.1,Storm,South,Yes,99.0,Delhivery,Operational,1.0,P0062
135.0,3515.0,3.7,6.0,2024-03-30,2024-04-05,2024-04-04,Road,367.0,77.0,2859.91,220213.07,Cloudy,West,Yes,82.6,BlueDart,Operational,1.0,P0088
136.0,8032.0,2.5,7.0,2024-07-21,2024-07-28,2024-07-29,Air,1391.0,63.0,1139.64,71797.32,Storm,West,No,73.2,Delhivery,Traffic,0.0,P0037
137.0,3324.0,3.9,5.0,2024-06-15,2024-06-20,2024-06-22,Sea,1342.0,51.0,647.93,33044.43,Clear,Central,Yes,70.9,Delhivery,Operational,0.0,P0099
138.0,7783.0,4.5,2.0,2024-08-04,2024-08-06,2024-08-07,Sea,1379.0,57.0,1461.61,83311.77,Storm,North,No,90.8,DHL,Customs,0.0,P0044
139.0,5298.0,3.5,10.0,2024-10-03,2024-10-13,2024-10-16,Air,1073.0,55.0,3401.92,187105.6,Clear,South,No,94.6,DHL,Traffic,0.0,P0086
140.0,4059.0,3.9,5.0,2024-02-29,2024-03-05,2024-03-04,Sea,1262.0,95.0,571.32,54275.4,Storm,East,No,91.4,FedEx,Operational,1.0,P0091
141.0,7108.0,4.3,9.0,2024-03-08,2024-03-17,2024-03-20,Air,746.0,60.0,168.89,10133.4,Storm,East,Yes,76.9,DHL,Operational,0.0,P0035
142.0,4511.0,4.1,8.0,2024-11-13,2024-11-21,2024-11-21,Sea,144.0,21.0,2790.19,58593.99,Rainy,Central,No,97.1,EcomExpress,Traffic,1.0,P0065
143.0,9815.0,4.6,5.0,2024-10-11,2024-10-16,2024-10-18,Sea,142.0,81.0,899.83,72886.23,Rainy,North,No,96.7,BlueDart,Traffic,0.0,P0099
144.0,5996.0,2.6,7.0,2024-08-09,2024-08-16,2024-08-19,Road,1192.0,26.0,2067.03,53742.78,Rainy,East,No,90.9,FedEx,Operational,0.0,P0047
145.0,2907.0,2.6,7.0,2024-01-27,2024-02-03,2024-02-02,Sea,55.0,5.0,4428.44,22142.2,Storm,West,No,75.3,FedEx,Customs,1.0,P0078
146.0,8097.0,4.8,8.0,2024-11-19,2024-11-27,2024-11-30,Sea,186.0,20.0,4465.81,89316.2,Clear,West,Yes,73.8,DHL,Traffic,0.0,P0003
147.0,1256.0,4.0,6.0,2024-08-11,2024-08-17,2024-08-22,Sea,968.0,10.0,935.83,9358.3,Clear,Central,No,77.2,EcomExpress,Operational,0.0,P0001
148.0,8441.0,3.0,7.0,2024-11-26,2024-12-03,2024-12-08,Sea,588.0,66.0,1386.86,91532.76,Rainy,Central,Yes,74.6,FedEx,Customs,0.0,P0005
149.0,1780.0,3.7,8.0,2024-10-14,2024-10-22,2024-10-26,Road,1491.0,31.0,1714.35,53144.85,Rainy,West,No,94.6,FedEx,Operational,0.0,P0090
150.0,5748.0,2.6,5.0,2024-10-26,2024-10-31,2024-11-02,Sea,884.0,76.0,1263.49,96025.24,Storm,North,No,91.4,FedEx,Customs,0.0,P0014
